"id","date","source","title","E1","E2","E3","GOLD","Model"
"1663675226_21","2022-09-20","WSJ","How to Survive the Next Market Crash --- Fund manager Mark Spitznagel, who earned a fortune when stocks cratered in 2008 and 2020, has surprising advice","{it is} awful to own in the long run - is caused by - {the stock} lost 99.9% of its value since its 2010 inception (x)
Getting the timing slightly wrong during the past year - causes - sting (x)
the classic 60/40 stock/bond portfolio has disappointed this year - is caused by - inflation surging","BLANK","Even the classic 60/40 stock/bond portfolio, meant to smooth out returns in choppy markets, has disappointed this year, losing about 15% through Monday - is caused by - inflation surging","the classic 60/40 stock/bond portfolio has disappointed this year - is caused by - inflation surging
the classic 60/40 stock/bond portfolio - causes - smoothing out returns in choppy markets","- The classic 60/40 stock/bond portfolio has disappointed this year - is caused by - inflation surging 
- Gold, a traditional inflation hedge, has lost 9% this year - is caused by - inflation surging 
- Bitcoin, referred to as ""digital gold,"" has done far worse, falling 59% through Friday - is caused by - inflation surging"
"1677848442_31","2023-03-03","WSJ","Business News: Bud Brewer's Volume Fell as Prices Jumped","setting that tends to favor beer over other drinks - causes - Beer remains resilient
Bud and Bud Light decline - is caused by - a broader shift by American drinkers from beer toward wine and spirits (x)
Bud and Bud Light decline - causes - {it|the brewer} worked to increase its exposure to premium offerings such as Michelob Ultra and Stella Artois (x)","people are eating and drinking more at home, a setting that tends to favor beer over other drinks - causes - {it|beer} remains a very resilient category
The brewer has for years seen its mainstream brands Bud and Bud Light decline - is caused by - shift by American drinkers from beer toward wine and spirits (x)","people are eating and drinking more at home, a setting that tends to favor beer over other drinks - causes - Beer remains resilient (x)
The brewer has for years seen its mainstream brands Bud and Bud Light decline - is caused by - a broader shift by American drinkers from beer toward wine and spirits (x)
The brewer has for years seen its mainstream brands Bud and Bud Light decline - causes - {it|the brewer} has worked to increase its exposure to premium offerings such as Michelob Ultra and Stella Artois (x)","people are eating and drinking more at home, a setting that tends to favor beer over other drinks - causes - Beer remains resilient (x)
Bud and Bud Light decline - is caused by - a broader shift by American drinkers from beer toward wine and spirits (x)
Bud and Bud Light decline - causes - {it|the brewer} has worked to increase its exposure to premium offerings such as Michelob Ultra and Stella Artois (x)","- people are eating and drinking more at home - causes - beer being favored over other drinks 
- a broader shift by American drinkers from beer toward wine and spirits - causes - Bud and Bud Light decline 
- Bud and Bud Light decline - causes - the brewer worked to increase its exposure to premium offerings such as Michelob Ultra and Stella Artois"
"1665496405_120","2022-10-11","WSJ","Costs Rise Faster Than Prices At Many Big U.S. Businesses","company margins have widened - is caused by - price increases
rising costs earlier in the year - causes - {Vulcan Materials} increasing prices
{we|Vulcan Materials} got to hit hard in the first quarter with inflation - causes - {we|Vulcan Materials} went straight to work and reacted with price
the company was expanding its margins again - is caused by - pricing
the company was expanding its margins again - is caused by - operational efficiencies (x)","company margins have widened - is caused by - price increases
rising costs - causes - increasing prices
hit hard in the first quarter with inflation - causes - {the company|Vulcan} went straight to work and reacted with price
the company was expanding its margins - is caused by - pricing
the company was expanding its margins - is caused by - operational efficiencies (x)","{We|Gravel company Vulcan Materials} got to hit hard in the first quarter with inflation - causes - {The company|Vulcan Materials} went straight to work and reacted with price
By May, {the company|Vulcan Materials} was expanding its margins again - is caused by - pricing
By May, {the company|Vulcan Materials} was expanding its margins again - is caused by - operational efficiencies (x)","company margins have widened - is caused by - price increases
rising costs earlier in the year - causes - {Vulcan Materials} increasing prices
{we|Vulcan Materials} got to hit hard in the first quarter with inflation - causes - {we|Vulcan Materials} went straight to work and reacted with price
the company was expanding its margins again - is caused by - pricing
the company was expanding its margins again - is caused by - operational efficiencies (x)","- company margins have widened - is caused by - price increases 
- Gravel company Vulcan Materials responded quickly to rising costs earlier in the year - is caused by - increasing prices 
- Vulcan Materials went straight to work and reacted with price - causes - Vulcan Materials was expanding its margins again by May"
"995917725_161","2001-02-16","WSJ","
Coke Retains Top Spot in U.S. Soda Sales


","soft-drink sales have shown some improvement this year - is caused by - price increases stabilized","healthy volume growth - is caused by - {they|Coca-Cola Classic and Pepsi-Cola} both need aggressive and exceptionally good marketing (x)","soft-drink sales rose about 3.5% in January - is caused by - price increases stabilizing.
for the companies to get back to healthy volume growth - is caused by - aggressive and exceptionally good marketing over the next year or two (x)","soft-drink sales have shown some improvement this year - is caused by - price increases stabilizing.
healthy volume growth - is caused by - aggressive and exceptionally good marketing over the next year or two (x)","- soft-drink sales rose about 3.5% in January - is caused by - price increases stabilized 
- Coca-Cola and Pepsi need aggressive and exceptionally good marketing over the next year or two - causes - Coca-Cola and Pepsi get back to healthy volume growth"
"1664225887_186","2003-05-05","WSJ","Ahead of the Tape","A falling dollar - causes - U.S.companies being more competitive in selling abroad (x)
U.S.companies being more competitive in selling abroad - causes - economic growth (x)
U.S.companies being more competitive in selling abroad - causes - tightening of the trade deficit (x)
tightening up the trade deficit - causes - stabilization of the dollar (x)","falling dollar - causes - make U.S.companies more competitive in selling abroad (x)
make U.S.companies more competitive in selling abroad - causes - spur economic growth (x)
make U.S.companies more competitive in selling abroad - causes - tighten up the trade deficit (x)
tighten up the trade deficit - causes - stabilize the dollar (x)","A falling dollar - causes - U.S.companies are more competitive in selling abroad (x)
U.S.companies are more competitive in selling abroad - causes - economic growth (x)
U.S.companies are more competitive in selling abroad - causes - tightening up the trade deficit (x)
tightening up the trade deficit - causes - stabilizing the dollar (x)","A falling dollar - causes - U.S.companies are more competitive in selling abroad (x)
U.S.companies are more competitive in selling abroad - causes - economic growth (x)
U.S.companies are more competitive in selling abroad - causes - tightening up the trade deficit (x)
tightening up the trade deficit - causes - stabilizing the dollar (x)","- A falling dollar - causes - U.S. companies to become more competitive in selling abroad 
- economic growth and tightening up the trade deficit - causes - stabilization of the dollar 
- a year of a drooping dollar - causes - disinflation not stopping and the manufacturing sector remaining uncompetitive enough to stanch job-bleeding 
- The U.S. economy's high dependency - is caused by - foreign investment"
"1664596729_283","2022-03-18","WSJ","World News: BOE Lifts Key Rate To Counter Inflation","( central banks in many parts of the world are giving priority to countering a surge in inflation rather than slowing growth - is caused by - their economies brace for the negative impact of Russia's war on Ukraine )
The BOE's decision on Thursday - is caused by - economies brace for the negative impact of Russia's war on Ukraine
U.K. inflation hit a 30-year high in January and is expected to increase further - is caused by - Russia's invasion keeps energy prices high","Bank of England raised its key interest rate for the third time - causes - fresh sign that central banks in many parts of the world are giving priority to countering a surge in inflation rather than slowing growth
U.K. inflation hit a 30-year high - is caused by - Russia's invasion keeps energy prices high
U.K. inflation is expected to increase further - is caused by - Russia's invasion keeps energy prices high","(The Bank of England raised its key interest rate for the third time in as many policy meetings - is caused by - giving priority to countering a surge in inflation rather than slowing growth as their economies brace for the negative impact of Russia's war on Ukraine) -> Event B ist NICHT ""central banks in many parts of the world are giving priority to countering a surge in inflation"", sondern dass die BOE dies tut, es ist halt nur IMPLIZIERT. Unter LLM Lernaspekten evtl. nicht schlau, es so zu coden?!?!","U.K. inflation hit a 30-year high - is caused by - Russia's invasion keeps energy prices high
U.K. inflation is expected to increase further - is caused by - Russia's invasion keeps energy prices high","BLANK"
"995917187_312","2001-01-10","WSJ","
Europe's Good Fortunes May Continue


---


ECB Probably Will Keep


Rates Steady as Data


Show Moderate Growth


","moderate growth and only slightly receding inflation - causes - impression that the European Central Bank won't follow the U.S. with interest-rate cuts any time soon
German unemployment fell for the ninth month in a row in December to its lowest level in five years - is caused by - strong economic growth is being maintained in Europe's leading economy (x)
Euro-zone producer prices in industry showed signs of moderation in November - is caused by - lower import prices","Economic data yesterday in the euro zone painted a picture of moderate growth - causes - European Central Bank won't follow the U.S. with interest-rate cuts any time soon (x)
Economic data yesterday in the euro zone painted a picture of slightly receding inflation - causes - European Central Bank won't follow the U.S. with interest-rate cuts any time soon
German unemployment fell for the ninth month in a row - causes - latest sign that strong economic growth is being maintained in Europe's leading economy (x)
Euro-zone producer prices in industry showed signs of moderation - is caused by - lower import prices","Euro-zone producer prices in industry showed signs of moderation in November - is caused by - lower import prices","Economic data yesterday in the euro zone painted a picture of moderate growth - causes - European Central Bank won't follow the U.S. with interest-rate cuts any time soon
Economic data yesterday in the euro zone painted a picture of slightly receding inflation - causes - European Central Bank won't follow the U.S. with interest-rate cuts any time soon
Euro-zone producer prices in industry showed signs of moderation - is caused by - lower import prices","- moderate growth and only slightly receding inflation in the euro zone - causes - the European Central Bank won't follow the U.S. with interest-rate cuts any time soon 
- German unemployment fell for the ninth month in a row in December to its lowest level in five years - is caused by - strong economic growth is being maintained in Germany 
- Euro-zone producer prices in industry showed signs of moderation in November - is caused by - lower import prices"
"1664223533_314","2003-06-19","WSJ","World Watch","the Bank of Canada has raised its trend-setting overnight interest rate to 3.75% from 2.75% - is caused by - previously accelerating economy
the Bank of Canada has raised its trend-setting overnight interest rate to 3.75% from 2.75% - is caused by - inflation hovering above the bank's 2% target
rising currency - causes - lower foreign demand for Canadian exports
rising currency - causes - lower inflation","Bank of Canada has raised its trend-setting overnight interest rate - causes - brake the previously accelerating economy
Bank of Canada has raised its trend-setting overnight interest rate - causes - rein in inflation
Canada to benefit - is caused by - expected rebound in U.S. economic activity (x)
rising currency - causes - hurts foreign demand for Canadian exports (x)
rising currency - causes - lower inflation","the Bank of Canada has raised its trend-setting overnight interest rate to 3.75% from 2.75% - causes - braking the previously accelerating economy
the Bank of Canada has raised its trend-setting overnight interest rate to 3.75% from 2.75% - causes - reining in inflation
Canada will benefit - is caused by - expected rebound in U.S. economic activity (x)
a rising currency - causes - hurting foreign demand for Canadian exports (x)
a rising currency - causes - lower inflation","Bank of Canada has raised its trend-setting overnight interest rate - causes - brake the previously accelerating economy
Bank of Canada has raised its trend-setting overnight interest rate - causes - rein in inflation
a rising currency - causes - hurting foreign demand for Canadian exports (x)
a rising currency - causes - lower inflation","- The Bank of Canada has raised its trend-setting overnight interest rate to 3.75% from 2.75% - causes - braking the previously accelerating Canadian economy and reining in inflation, which had been hovering above the Bank of Canada's 2% target 
- A rising Canadian currency - causes - hurting foreign demand for Canadian exports 
- A rising Canadian currency - causes - helping lower inflation"
"1664367767_380","2010-09-24","WSJ","The Fed Is Also a Culprit in the Yuan-Dollar Tussle","sustaining internal wage inflation - is caused by - maintainance of stable yuan-dollar rate
People's Bank allowing a major discrete appreciation of the yuan in the future - causes - {their|the Chinese employers} resistance to high wage increases would harden substantially
People's Bank allowing a major discrete appreciation of the yuan in the future - causes - the promising international balancing mechanism through high wage growth in China would be lost","sustaining {China's} internal wage inflation - is caused by - stable yuan-dollar rate
Chinese employers in export activities expect that the People's Bank allows a major discrete appreciation of the yuan - causes - resistance to high wage increases would harden substantially in order to ward off future bankruptcy","Sustaining this minor miracle of internal wage inflation - is caused by - maintaining a stable yuan-dollar rate (x)
Chinese employers in export activities expecting that the People's Bank would give in to foreign China bashers and allow a major discrete appreciation of the yuan in the future - causes - {their|Chinese employers} resistance to high wage increases hardening substantially
({their|Chinese employers} resistance to high wage increases hardening substantially - causes - warding off future bankruptcy)
{their|Chinese employers} resistance to high wage increases hardening substantially - causes - The promising international balancing mechanism through high wage growth in China getting lost","sustaining {China's} internal wage inflation - is caused by - stable yuan-dollar rate
Chinese employers in export activities expect that the People's Bank allows a major discrete appreciation of the yuan - causes - resistance to high wage increases would harden substantially in order to ward off future bankruptcy","BLANK"
"1664399284_416","2011-09-09","WSJ","U.S. News: GOP Candidates Assail Fed Chief","Rancor toward the Fed - is caused by - the central bank helped rescue several faltering financial firms during the 2008 financial crisis
The {negative} sentiment {towards the ECB} escalated last year - is caused by - the Fed embarked on a $600 billion Treasury bond-purchase program
Mr. Bernanke's policies - causes - weakening of the dollar
Mr. Bernanke's policies - causes - rampant inflation","Rancor toward the FED ramping up - is caused by - central bank helped rescue several faltering financial firms during the 2008 financial crisis (x)
Rancor escalated - is caused by - Fed embarked on a $600 billion Treasury bond-purchase program aimed at lowering long-term interest rates and improving financial conditions (x)
Mr. Bernanke's policies - causes - weakening the dollar (x)
Mr. Bernanke's policies - causes - rampant inflation","Rancor toward the Fed began ramping up - is caused by - the central bank helping rescue several faltering financial firms during the 2008 financial crisis (x)
{The sentiment|Rancor toward the Fed} escalated last year - is caused by - the Fed embarked on a $600 billion Treasury bond-purchase program (x)
the Fed embarking on a $600 billion Treasury bond-purchase program - causes - lowering long-term interest rates (x)
the Fed embarking on a $600 billion Treasury bond-purchase program - causes - improving financial conditions (x)
Mr. Bernanke's policies -- such as the bond-buying program and a commitment to hold short-term rates near zero through 2013 -- - causes - weakening the dollar (x)
Mr. Bernanke's policies -- such as the bond-buying program and a commitment to hold short-term rates near zero through 2013 -- - causes - rampant inflation","Rancor toward the Fed began ramping up - is caused by - the central bank helping rescue several faltering financial firms during the 2008 financial crisis (x)
{The sentiment|Rancor toward the Fed} escalated last year - is caused by - the Fed embarked on a $600 billion Treasury bond-purchase program (x)
the Fed embarking on a $600 billion Treasury bond-purchase program - causes - lowering long-term interest rates (x)
the Fed embarking on a $600 billion Treasury bond-purchase program - causes - improving financial conditions (x)
Mr. Bernanke's policies -- such as the bond-buying program and a commitment to hold short-term rates near zero through 2013 -- - causes - weakening the dollar (x)
Mr. Bernanke's policies -- such as the bond-buying program and a commitment to hold short-term rates near zero through 2013 -- - causes - rampant inflation","- Rancor toward the Federal Reserve began ramping up - is caused by - the Federal Reserve rescuing several faltering financial firms during the 2008 financial crisis 
- Rancor toward the Federal Reserve escalated last year - is caused by - the Federal Reserve embarking on a $600 billion Treasury bond-purchase program aimed at lowering long-term interest rates and improving financial conditions 
- Mr. Bernanke's policies -- such as the bond-buying program and a commitment to hold short-term rates near zero through 2013 - causes - weakening of the dollar 
- Mr. Bernanke's policies -- such as the bond-buying program and a commitment to hold short-term rates near zero through 2013 - causes - rampant inflation"
"1664270547_463","2006-01-03","WSJ","Year-End Review of Markets &Finance 2005 --- Iraq Elections, Hurricanes &The Supreme Court","{The|Ben Bernankes'} comments - causes - a rally in the 10-year Treasury note","comments spark a rally in the 10-year Treasury note - causes - pushing {its|10-year Treasury note} yield down","{The comments|Ben Bernanke affirming his support for an explicit numerical inflation target} - causes - a rally in the 10-year Treasury note, pushing its yield down to 4.565%","{The comments|Ben Bernanke affirming his support for an explicit numerical inflation target} - causes - a rally in the 10-year Treasury note, pushing its yield down to 4.565%
a rally in the 10-year Treasury note - causes - pushing its yield down to 4.565%","- Ben Bernanke's comments affirming his support for an explicit numerical inflation target - causes - a rally in the 10-year Treasury note and a decrease in its yield to 4.565%"
"1664468211_467","2014-10-01","WSJ","Markets Review & Outlook: Third Quarter --- Credit Markets: The Man Who Saw It Coming","Bond investors in core markets around the world should be concerned - is caused by - wage inflation is going up
wage inflation is going up - causes - yields on longer-dated bonds would rise at a faster pace compared to those on shorter-dated notes","Bond investors in core markets around the world should be concerned - is caused by - wage inflation is going up
wage inflation is going up - causes - risk is yields on longer-dated bonds would rise at a faster pace compared to those on shorter-dated notes
forces at work - causes - prevent aggregate wages from rising","wage inflation is going up - causes - yields on longer-dated bonds rise at a faster pace compared to those on shorter-dated notes","Bond investors in core markets around the world should be concerned - is caused by - wage inflation is going up
wage inflation is going up - causes - risk is yields on longer-dated bonds would rise at a faster pace compared to those on shorter-dated notes
forces at work - causes - prevent aggregate wages from rising","- Shorter-dated Treasury notes are vulnerable - is caused by - the Federal Reserve's interest-rate policy 
- wage inflation is going up - causes - yields on longer-dated bonds would rise at a faster pace compared to those on shorter-dated notes"
"1664488172_494","2015-07-03","WSJ","Treasury Prices Rise On Jobs Data, Greece","Treasury bonds rallied - is caused by - a flat reading in U.S. wage inflation
a flat reading in U.S. wage inflation - causes - expectations that the Federal Reserve would remain patient in raising interest rates
Investors on Thursday also dialed back risks and parked cash in the haven debt market - is caused by - referendum this Sunday in Greece on fresh bailout funding (x)
Greece's debt crisis has generated wild swings in financial markets over the past few weeks - is caused by - concerns over potential knock-on effects on the stability of the eurozone's financial system (x)
Greece's debt crisis has generated wild swings in financial markets over the past few weeks - is caused by - concerns over the global economic outlook (x)","flat reading in U.S. wage inflation - causes - expectations that the Federal Reserve would remain patient in raising interest rates
Investors dialed back risks - is caused by - referendum in Greece on fresh bailout funding (x)
Investors parked cash in the haven debt market - is caused by - referendum in Greece on fresh bailout funding (x)
Greece's debt crisis - causes - wild swings in financial markets (x)
Greece's debt crisis - causes - concerns over potential knock-on effects on the stability of the eurozone's financial system (x)
Greece's debt crisis - causes - concerns over potential knock-on effects on the global economic outlook. (x)","Treasury bonds rallied - is caused by - bolstered expectations that the Federal Reserve would remain patient in raising interest rates
a flat reading in U.S. wage inflation - causes - bolstered expectations that the Federal Reserve would remain patient in raising interest rates
(Investors on Thursday dialed back risks and parked cash in the haven debt market ahead of a referendum this Sunday in Greece on fresh bailout funding - is caused by - Greece's debt crisis has generated wild swings in financial markets over the past few weeks amid concerns over potential knock-on effects on the stability of the eurozone's financial system and the global economic outlook. (x))","Treasury bonds rallied - is caused by -expectations that the Federal Reserve would remain patient in raising interest rates
flat reading in U.S. wage inflation - causes - expectations that the Federal Reserve would remain patient in raising interest rates
Investors dialed back risks - is caused by - referendum in Greece on fresh bailout funding (x)
Investors parked cash in the haven debt market - is caused by - referendum in Greece on fresh bailout funding (x)
Greece's debt crisis - causes - wild swings in financial markets (x)
Greece's debt crisis - causes - concerns over potential knock-on effects on the stability of the eurozone's financial system (x)
Greece's debt crisis - causes - concerns over potential knock-on effects on the global economic outlook. (x)","- Treasury bonds rallied - is caused by - a flat reading in U.S. wage inflation increased expectations that the Federal Reserve would remain patient in raising interest rates 
- Investors dialed back risks and parked cash in the haven debt market - is caused by - an upcoming referendum in Greece on fresh bailout funding 
- Greece's debt crisis - causes - wild swings in financial markets"
"1112820693_505","2002-08-19","WSJ","
The Euro Rally Is for Real


","{They|Investors} also feel protected against inflation - is caused by - the anti-inflation policies of the ECB
{This diversion of funds|Investors are putting their funds into safe, short-term marketable instruments in Euroland} - causes - euro soaring (x)
euro soaring - is caused by - Frankfurt keeping up a steady stream of hawkish rhetoric (x)","increase in the holdings of short-term marketable instruments by euro-zone non-residents - is caused by - investors are putting their funds into safe,short-term marketable instruments in Euroland (x)
investors are putting their funds into safe,short-term marketable instruments in Euroland - is caused by - {they|the investors} get a high nominal interest rate by comparison towhat is available for similar assets in the U.S. (x)
investors are putting their funds into safe,short-term marketable instruments in Euroland - is caused by - {they|the investors} feel protected against inflation (x)
{they|the investors} feel protected against inflation - is caused by - the anti-inflation policies of the ECB
diversion of funds - caused - euro soaring (x)
euro soaring - is caused by - Frankfurt keeping up steady stream of hawkish rhetoric (x)","{They|investors} feel protected against inflation - is caused by - the anti-inflation policies of the ECB
This diversion of funds - causes - the euro soared (x)
{this process|the diversion of funds} - is caused by - Frankfurt keeping up a steady stream of hawkish rhetoric","increase in the holdings of short-term marketable instruments by euro-zone non-residents - is caused by - investors are putting their funds into safe,short-term marketable instruments in Euroland (x)
investors are putting their funds into safe,short-term marketable instruments in Euroland - is caused by - {they|the investors} get a high nominal interest rate by comparison towhat is available for similar assets in the U.S. (x)
investors are putting their funds into safe,short-term marketable instruments in Euroland - is caused by - {they|the investors} feel protected against inflation (x)
{they|the investors} feel protected against inflation - is caused by - the anti-inflation policies of the ECB
diversion of funds - caused - euro soaring (x)
{this process|the diversion of funds} - is caused by - Frankfurt keeping up a steady stream of hawkish rhetoric","- a substantial increase in the holdings of short-term marketable instruments by euro-zone non-residents - causes - investors are putting their funds into safe, short-term marketable instruments in Euroland
- investors are putting their funds into safe, short-term marketable instruments in Euroland - is caused by - investors get a high nominal interest rate compared to similar assets in the U.S.
- investors feel protected against inflation - is caused by - the anti-inflation policies of the European Central Bank
- diversion of funds into safe, short-term marketable instruments in Euroland - causes - the euro to soar
- Frankfurt has kept up a steady stream of hawkish rhetoric - causes - the process of the euro soaring is helped along"
"1664604072_536","2022-05-17","WSJ","The Senators From Venezuela","federal spending - causes - soaring prices
federal spending - causes - labor shortages across the economy","federal spending - causes - soaring prices
federal spending - causes - labor shortages (x)
business costs beyond their control - is caused by - Producer prices have outpaced inflation
business costs beyond their control - is caused by - unpredictable component shortages are popping up across the supply chain","federal spending - causes - soaring prices
soaring prices - is caused by - labor shortages across the economy","federal spending - causes - soaring prices
federal spending - causes - labor shortages (x)
business costs beyond their control - is caused by - Producer prices have outpaced inflation
business costs beyond their control - is caused by - unpredictable component shortages are popping up across the supply chain","- federal spending - causes - soaring prices 
- federal spending - causes - labor shortages across the economy 
- The bill puts the burden of proof on companies - causes - companies avoid the penalty only if they can show that their price increases are the result of business costs beyond their control 
- Producer prices have outpaced inflation - causes - in the past year 
- unpredictable component shortages - causes - popping up across the supply chain"
"1664527139_543","2017-12-16","WSJ","REVIEW --- Moving Targets: The Eternal Benefits of Forever Everything","Investors prescient enough to buy Forever Stamps when they first went on the market in 2007 are now crowing - is caused by - The ailing U.S. Postal Service wants to jack up the price of a first-class stamp yet again (x)","Investors prescient enough to buy Forever Stamps in 2007 are now crowing - is caused by - U.S. Postal Service wants to jack up the price of a first-class stamp","(The ailing U.S. Postal Service wants to jack up the price of a first-class stamp yet again, from 49 to 50 cents - causes - Anyone who bought those original Forever Stamps for 41 cents being positively giddy at having locked in that hedge against inflation","Investors prescient enough to buy Forever Stamps in 2007 are now crowing - is caused by - U.S. Postal Service wants to jack up the price of a first-class stamp
The ailing U.S. Postal Service wants to jack up the price of a first-class stamp yet again, from 49 to 50 cents - causes - Anyone who bought those original Forever Stamps for 41 cents being positively giddy at having locked in that hedge against inflation","- The ailing U.S. Postal Service - causes - desire to increase the price of a first-class stamp from 49 to 50 cents 
- People who bought Forever Stamps for 41 cents in 2007 - causes - happiness at having locked in a hedge against inflation"
"1664505778_549","2016-04-25","WSJ","Bond Move Is Eyed Warily","many investors are selling regular Treasurys and buying inflation-protected government bonds - is caused by - inflation flares up
Inflation - causes - lifting of global bond yields","investors are selling regular Treasurys and buying inflation-protected government bonds - is caused by - expect inflation to flare up
inflation - causes - lifting global bond yields
investors are growing more wary of inflation - is caused by - yield premium investors demand to hold the 10-year Treasury note instead of the two-year note increased","Inflation - causes - lifting of global bond yields

investors are growing more wary of inflation - causes - the yield premium investors demand to hold the 10-year Treasury note instead of the two-year note increasing Friday to 1.07 percentage points, the highest since the end of March","investors are selling regular Treasurys and buying inflation-protected government bonds - is caused by - expect inflation to flare up
inflation - causes - lifting global bond yields
investors are growing more wary of inflation - causes - yield premium investors demand to hold the 10-year Treasury note instead of the two-year note increased","BLANK"
"1664599184_607","2022-01-18","WSJ","U.S. News --- CAPITAL JOURNAL: Biden and His Party Face a Crucial Stretch","inflation at the highest level in four decades - causes - next month is crucial for Mr. Biden and his party","BLANK","BLANK","Inflation at the highest level in four decades - causes - the next month is crucial for Mr. Biden and his party.","- The Supreme Court - causes - Biden administration's Covid-19 vaccine mandate for large employers to be killed 
- Government data - causes - inflation to be shown at the highest level in four decades"
"1081203022_746","2000-05-08","WSJ","
Change Agent:


How Alan Greenspan


Finally Came to Terms


With the Stock Market


---


As Investors Became More,


Well, Exuberant, He Saw


A Logic in Their Methods


---


Worried by a `Wealth Effect'


","experts were convinced that a recession had to be imminent - is caused by - it had been so long since the last one (x)
{he|Mr. Greenspan} had suspected that productivity was rising - is caused by - surging corporate investment in capital equipment (x)
{he|Mr. Greenspan} had suspected that productivity was rising - is caused by - rising profit margins inspite of limited price increases","experts were convinced that a recession had to be imminent - is caused by - it had been so long since the last one (x)
{he|Mr. Greenspan} had suspected that productivity was rising - is caused by - surging corporate investment in capital equipment (x)
{he|Mr. Greenspan} had suspected that productivity was rising - is caused by - rising profit margins inspite of limited price increases","a recession had to be imminent - is caused by - it had been so long since the last one (x)
For years, {he|Mr. Greenspan} had suspected that productivity was rising - is caused by - little-noticed trends like surging corporate investment in capital equipment and rising profit margins inspite of limited price increases
{Mr. Greenspan was} convinced of the productivity trend even before the official data proved it - causes - Mr.Greenspan began to argue that the acceleration in earnings growth justified a rise in price-earnings ratios.","recession had to be imminent - is caused by - it had been so long since the last one (x)
{he|Mr. Greenspan} had suspected that productivity was rising - is caused by - surging corporate investment in capital equipment (x)
{he|Mr. Greenspan} had suspected that productivity was rising - is caused by - rising profit margins inspite of limited price increases
{Mr. Greenspan was} convinced of the productivity trend even before the official data proved it - causes - Mr.Greenspan began to argue that the acceleration in earnings growth justified a rise in price-earnings ratios.","- productivity was rising - is caused by - surging corporate investment in capital equipment and rising profit margins in spite of limited price increases 
- the acceleration in earnings growth - causes - a rise in price-earnings ratios"
"1664515426_798","2016-11-03","WSJ","Fed Indicates Rate Increase More Likely In December","inflation expectations - causes - firms' and households' spending decisions
firms' and households' spending decisions - causes - actual prices","Policy makers pay close attention to inflation expectations - is caused by - {they|inflation expectations} can influence firms' spending decisions
Policy makers pay close attention to inflation expectations - is caused by - {they|inflation expectations} can households' spending decisions
firms' spending decisions - causes - {change of} actual prices
households' spending decisions - causes - {change of} actual prices","Policy makers pay close attention to inflation expectations - is caused by - {they|policy makers} can influence firms' and households' spending decisions, 
firms' and households' spending decisions - causes - effect on actual prices (Schwierig, weil Richtung unklar)
A measure of investors' expected annual price increases over the next 10 years hit its highest level in more than a year - causes - The Fed dropped language it had used in previous statements that it expected inflation ""to remain low in the near term"".
(The Fed's new assessment suggests officials are more confident inflation is moving toward their 2% goal - causes - The Fed's policy committee judging that the case for an increase in the federal funds rate has continued to strengthen)","Policy makers pay close attention to inflation expectations - is caused by - {they|inflation expectations} can influence firms' spending decisions
Policy makers pay close attention to inflation expectations - is caused by - {they|inflation expectations} can influence households' spending decisions
firms' spending decisions - causes - {change of} actual prices
households' spending decisions - causes - {change of} actual prices
A measure of investors' expected annual price increases over the next 10 years hit its highest level in more than a year - causes - The Fed dropped language it had used in previous statements that it expected inflation ""to remain low in the near term"".","- inflation expectations - causes - firms' and households' spending decisions to be influenced
- firms' and households' spending decisions - causes - actual prices to be affected
- inflation is moving toward the Fed's 2% goal - causes - the stage to be set for an increase in December
- the case for an increase in the federal funds rate has continued to strengthen - causes - the Fed's policy committee to decide to wait for some further evidence of continued progress toward its objectives"
"1673840258_802","2023-01-14","WSJ","EXCHANGE --- Big Banks Prepare for A Downturn; Profits Vary","Wells Fargo missed expectations for revenue - is caused by - the Federal Reserve's rate-raising campaign against inflation
the Federal Reserve's rate-raising campaign against inflation - causes - slow down of the economy
the Federal Reserve's rate-raising campaign against inflation - causes - many economists expect the U.S. to tip into a recession this year
uncertainty - causes - {drop} of U.S. stock indexes","Federal Reserve's rate-raising campaign against inflation - causes - affecting all corners of markets and the economy
rate increases - causes - slow down the economy (x)
rate increases - causes - economists expect the U.S. to tip into a recession this year (x)
economists expect the U.S. to tip into a recession this year - causes - uncertainty (x)
uncertainty - causes - chilling effect on U.S. stock indexes (x)","Wells Fargo missed expectations for revenue - is caused by - the Federal Reserve's rate-raising campaign against inflation
The rate increases - causes - slow down of the economy
The rate increases - causes - many economists expect the U.S. to tip into a recession this year
The uncertainty - causes - a chilling of U.S. stock indexes (x)","Wells Fargo missed expectations for revenue - is caused by - the Federal Reserve's rate-raising campaign against inflation
the Federal Reserve's rate-raising campaign against inflation - causes - slow down of the economy
the Federal Reserve's rate-raising campaign against inflation - causes - many economists expect the U.S. to tip into a recession this year
uncertainty - causes - {drop} of U.S. stock indexes","BLANK"
